"backers_count","blurb","categoryId","categoryName","categorySlug","converted_pledged_amount","country","country_displayable_name","created_at","created_at_formatted","creatorAvatar","creatorId","creatorName","creatorUrl","currency","currency_symbol","currency_trailing_code","current_currency","deadline","description","disable_communication","fx_rate","goal","id","is_starrable","launched_at","launched_at_formatted","link","locationId","locationName","name","photo","pledged","pubDate","slug","spotlight","staff_pick","state","state_changed_at","static_usd_rate","title","url","usd_exchange_rate","usd_pledged","usd_type"
"47","AI-based exercises with feedback and treats","337","Gadgets","technology/gadgets","8530","DK","Denmark","1552056506","Fri, 08 Mar 2019 14:48:26 +0000","https://ksr-ugc.imgix.net/assets/019/660/937/370b0d9f27a8f92ec9c886f859687783_original.jpeg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1569405434&auto=format&frame=1&q=92&s=dc9ee9181127d850b0caba1b9f7adda1","15215800","Hanne Jarmer","https://www.kickstarter.com/profile/godogo","DKK","kr","true","USD","1571946764","AI-based exercises with feedback and treats","false","0.15760265","450000","1471252964","false","1569354764","Tue, 24 Sep 2019 19:52:44 +0000","https://www.kickstarter.com/projects/godogo/go-dogo-mental-workout-for-dogs?ref=discovery_newest","554890","Copenhagen, Denmark","Go Dogo - Mental Workout for Dogs",,"57223.17","Tue, 24 Sep 2019 19:52:44 +0000","go-dogo-mental-workout-for-dogs","false","false","failed","1571946764","0.14760529","Go Dogo - Mental Workout for Dogs","https://www.kickstarter.com/projects/godogo/go-dogo-mental-workout-for-dogs?ref=discovery_newest","0.14906662","8446.4426025693","domestic"
"12","Real-time surf conditions displayed in a magical moving picture.","337","Gadgets","technology/gadgets","2986","GB","the United Kingdom","1557926356","Wed, 15 May 2019 13:19:16 +0000","https://ksr-ugc.imgix.net/assets/014/829/888/4fef122ec4db4e024a7a074aa24f1b46_original.jpg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1615564491&auto=format&frame=1&q=92&s=44353b0c5ee6e364683b1d09a3bdc569","1870383872","Luke Clifford","https://www.kickstarter.com/profile/deepmake","GBP","£","false","USD","1572728580","Real-time surf conditions displayed in a magical moving picture.","false","1.36483183","5000","27334954","false","1569060431","Sat, 21 Sep 2019 10:07:11 +0000","https://www.kickstarter.com/projects/deepmake/surf-window?ref=discovery_newest","12056","Bath, UK","Surf Window",,"2308","Sat, 21 Sep 2019 10:07:11 +0000","surf-window","false","true","failed","1572728580","1.254987","Surf Window","https://www.kickstarter.com/projects/deepmake/surf-window?ref=discovery_newest","1.29416332","2896.509996","domestic"
"111","The origin story of a superhero who learns about her legacy in a world of high-tech gadgets & mythological beings","250","Comic Books","comics/comic books","5866","US","the United States","1568209521","Wed, 11 Sep 2019 13:45:21 +0000","https://ksr-ugc.imgix.net/assets/026/480/892/60edd9aa6f4315207b440101888cd6f9_original.jpg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1568515727&auto=format&frame=1&q=92&s=696675fd3777c6e0178e20358ca1c59b","2072029325","Ryan Drost","https://www.kickstarter.com/profile/stealth-hammer","USD","$","true","USD","1571619605","The origin story of a superhero who learns about her legacy in a world of high-tech gadgets & mythological beings","false","1","12750","124769502","false","1569027605","Sat, 21 Sep 2019 01:00:05 +0000","https://www.kickstarter.com/projects/stealth-hammer/stealth-hammer-all-ages-superhero-comic?ref=discovery_newest","2501008","Strongsville, OH","Stealth Hammer All Ages Superhero Comic",,"5866","Sat, 21 Sep 2019 01:00:05 +0000","stealth-hammer-all-ages-superhero-comic","false","false","failed","1571619605","1","Stealth Hammer All Ages Superhero Comic","https://www.kickstarter.com/projects/stealth-hammer/stealth-hammer-all-ages-superhero-comic?ref=discovery_newest","1","5866.0","domestic"
"32","Simple solution to keep your figure in perfect condition with a stable and reliable power supply.","337","Gadgets","technology/gadgets","3895","HK","Hong Kong","1554134395","Mon, 01 Apr 2019 15:59:55 +0000","https://ksr-ugc.imgix.net/assets/025/129/196/3ff69051397883ee01d273c88fb99218_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1557821124&auto=format&frame=1&q=92&s=35aec26d00ea150ba70d2ceddb0a091f","332026542","Tritone Technologys","https://www.kickstarter.com/profile/tritonetechs","HKD","$","true","USD","1572790061","Simple solution to keep your figure in perfect condition with a stable and reliable power supply.","false","0.12837951","600000","1501376413","false","1568898461","Thu, 19 Sep 2019 13:07:41 +0000","https://www.kickstarter.com/projects/tritonetechs/tritone-ash-always-ready-wireless-power-base-and-cell?ref=discovery_newest","2165352","Hong Kong, Hong Kong","TRITONE ASH: “Always Ready” Wireless Power Base and Cell",,"30525","Thu, 19 Sep 2019 13:07:41 +0000","tritone-ash-always-ready-wireless-power-base-and-cell","false","false","failed","1572790061","0.12773638","TRITONE ASH: “Always Ready” Wireless Power Base and Cell","https://www.kickstarter.com/projects/tritonetechs/tritone-ash-always-ready-wireless-power-base-and-cell?ref=discovery_newest","0.12761206","3899.1529995","domestic"
"28","Petrol Pump Pin","337","Gadgets","technology/gadgets","312","GB","the United Kingdom","1560332280","Wed, 12 Jun 2019 09:38:00 +0000","https://ksr-ugc.imgix.net/assets/025/461/635/fbedc4feca06c0c63ddd8f52c4a99a82_original.jpeg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1560337055&auto=format&frame=1&q=92&s=0d665bb33fd2f52eaac0178ea58b36bd","1903838270","Claude Farren","https://www.kickstarter.com/profile/csfuk1","GBP","£","false","USD","1571415065","Petrol Pump Pin","false","1.36483183","3000","1898077091","false","1568823065","Wed, 18 Sep 2019 16:11:05 +0000","https://www.kickstarter.com/projects/csfuk1/pump-pin?ref=discovery_newest","30079","Newcastle upon Tyne, UK","Pump-pin",,"243","Wed, 18 Sep 2019 16:11:05 +0000","pump-pin","false","false","failed","1571415066","1.2412153","Pump-pin","https://www.kickstarter.com/projects/csfuk1/pump-pin?ref=discovery_newest","1.28516368","301.6153179","domestic"
"19","For anyone with busy schedules, 5 devices, and no time for low batteries.","337","Gadgets","technology/gadgets","3923","US","the United States","1563421422","Thu, 18 Jul 2019 03:43:42 +0000","https://ksr-ugc.imgix.net/assets/025/036/880/06ccca9088f1979c6c597f02a3ccd5aa_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1561568025&auto=format&frame=1&q=92&s=8b28a7582b482579bece71625483bbc5","560824581","Team Magnecat","https://www.kickstarter.com/profile/magnecat","USD","$","true","USD","1571409763","For anyone with busy schedules, 5 devices, and no time for low batteries.","false","1","15000","1743401213","false","1568817763","Wed, 18 Sep 2019 14:42:43 +0000","https://www.kickstarter.com/projects/magnecat/magnecatyour-personal-power-plant-0?ref=discovery_newest","2362060","Bellingham, WA","Magnecat…Your Personal Power Plant",,"3923","Wed, 18 Sep 2019 14:42:43 +0000","magnecatyour-personal-power-plant-0","false","false","failed","1571409763","1","Magnecat…Your Personal Power Plant","https://www.kickstarter.com/projects/magnecat/magnecatyour-personal-power-plant-0?ref=discovery_newest","1","3923.0","domestic"
"61","Discover an easy way to detect nitrate & pesticide pollution - a must-have for a veg lover!","337","Gadgets","technology/gadgets","5664","HK","Hong Kong","1563243246","Tue, 16 Jul 2019 02:14:06 +0000","https://ksr-ugc.imgix.net/assets/025/996/250/dda8d720d8a7e86533395d7f3fa9f15f_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1564648731&auto=format&frame=1&q=92&s=f1ee064fa04ef06f387fcb0222cb0cd3","2143210278","Meekee","https://www.kickstarter.com/profile/2143210278","HKD","$","true","USD","1571409014","Discover an easy way to detect nitrate & pesticide pollution - a must-have for a veg lover!","false","0.12837951","100000","387623087","false","1568817014","Wed, 18 Sep 2019 14:30:14 +0000","https://www.kickstarter.com/projects/2143210278/veg10-compact-and-precise-veg-pollution-detector?ref=discovery_newest","2306181","Taichung City, Taiwan","Veg10: Compact & Precise Veg Pollution Detector",,"44429","Wed, 18 Sep 2019 14:30:14 +0000","veg10-compact-and-precise-veg-pollution-detector","false","false","failed","1571409014","0.12785239","Veg10: Compact & Precise Veg Pollution Detector","https://www.kickstarter.com/projects/2143210278/veg10-compact-and-precise-veg-pollution-detector?ref=discovery_newest","0.12750369","5680.35383531","domestic"
"10","A powerbank doesn't look like a powerbank","337","Gadgets","technology/gadgets","393","HK","Hong Kong","1566445440","Thu, 22 Aug 2019 03:44:00 +0000","https://ksr-ugc.imgix.net/assets/009/370/589/b26859616b337e50835d664b0565d24b_original.jpeg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1543890135&auto=format&frame=1&q=92&s=22b899991629bd49bea4916845073d12","1005878070","Hardy Zeheng Wu","https://www.kickstarter.com/profile/tegic","HKD","$","true","USD","1573973586","A powerbank doesn't look like a powerbank","false","0.12837951","10000","207793736","false","1568785986","Wed, 18 Sep 2019 05:53:06 +0000","https://www.kickstarter.com/projects/tegic/ts1-wireless-power-bank-designed-like-a-hard-drive?ref=discovery_newest","2161853","Shenzhen, China","TS1 Wireless power bank designed like a hard drive",,"3083","Wed, 18 Sep 2019 05:53:06 +0000","ts1-wireless-power-bank-designed-like-a-hard-drive","false","false","failed","1573973586","0.12785239","TS1 Wireless power bank designed like a hard drive","https://www.kickstarter.com/projects/tegic/ts1-wireless-power-bank-designed-like-a-hard-drive?ref=discovery_newest","0.1277841","394.16891837","domestic"
"228","Personal Emergency Beacon that works anywhere in the world.","337","Gadgets","technology/gadgets","48485","GB","the United Kingdom","1564762283","Fri, 02 Aug 2019 16:11:23 +0000","https://ksr-ugc.imgix.net/assets/026/281/915/541a7ce2283051aad5ffa9c3998d5fe9_original.jpg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1566982938&auto=format&frame=1&q=92&s=caef948cc2551bb6c774fcbd219b7950","1957216698","Julien Snell","https://www.kickstarter.com/profile/juliensnell","GBP","£","false","USD","1571224162","Personal Emergency Beacon that works anywhere in the world.","false","1.36483183","54000","352721314","false","1568632162","Mon, 16 Sep 2019 11:09:22 +0000","https://www.kickstarter.com/projects/juliensnell/hero-pocket-size-personal-emergency-satellite-beacon?ref=discovery_newest","44418","London, UK","HERO – Pocket size personal emergency satellite beacon",,"38016","Mon, 16 Sep 2019 11:09:22 +0000","hero-pocket-size-personal-emergency-satellite-beacon","false","false","failed","1571224162","1.25060185","HERO – Pocket size personal emergency satellite beacon","https://www.kickstarter.com/projects/juliensnell/hero-pocket-size-personal-emergency-satellite-beacon?ref=discovery_newest","1.27540446","47542.8799296","domestic"
"26","An adhesive phone case accessory meant for the explorer in you.","337","Gadgets","technology/gadgets","593","US","the United States","1562633781","Tue, 09 Jul 2019 00:56:21 +0000","https://ksr-ugc.imgix.net/assets/026/319/650/8967a8d9ceca6de58af8c8cb579ad8fe_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1568039515&auto=format&frame=1&q=92&s=1d0b7890b10932cce0a097851f3dcc75","179083018","On The Grid","https://www.kickstarter.com/profile/179083018","USD","$","true","USD","1570742449","An adhesive phone case accessory meant for the explorer in you.","false","1","6000","297435702","false","1568150449","Tue, 10 Sep 2019 21:20:49 +0000","https://www.kickstarter.com/projects/179083018/dongle-buddy-never-lose-your-dongle-again?ref=discovery_newest","2512937","Waco, TX","Dongle Buddy: Never Lose your Dongle Again.",,"593","Tue, 10 Sep 2019 21:20:49 +0000","dongle-buddy-never-lose-your-dongle-again","false","false","failed","1570742449","1","Dongle Buddy: Never Lose your Dongle Again.","https://www.kickstarter.com/projects/179083018/dongle-buddy-never-lose-your-dongle-again?ref=discovery_newest","1","593.0","international"
"64","Artera is a multicolour pen, that gives you any colour you wish.","337","Gadgets","technology/gadgets","9852","US","the United States","1558432484","Tue, 21 May 2019 09:54:44 +0000","https://ksr-ugc.imgix.net/assets/026/125/682/fc8179b54ba1c80f1ad4bafeaf4d6841_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1565703110&auto=format&frame=1&q=92&s=e2bf37eb9efe2f639d5480ef42600c12","671744508","Artera","https://www.kickstarter.com/profile/artera","USD","$","true","USD","1570718070","Artera is a multicolour pen, that gives you any colour you wish.","false","1","100000","495589534","false","1568126070","Tue, 10 Sep 2019 14:34:30 +0000","https://www.kickstarter.com/projects/artera/colour-your-dreams?ref=discovery_newest","502075","Krakow, Poland","Colour your dreams!",,"9852","Tue, 10 Sep 2019 14:34:30 +0000","colour-your-dreams","false","false","failed","1570718070","1","Colour your dreams!","https://www.kickstarter.com/projects/artera/colour-your-dreams?ref=discovery_newest","1","9852.0","international"
"98","An outlet that secures your USB chargers where you want them.","337","Gadgets","technology/gadgets","4297","US","the United States","1565365786","Fri, 09 Aug 2019 15:49:46 +0000","https://ksr-ugc.imgix.net/assets/026/092/766/9d5bbc9d3fc963f03f843a051c1ff58b_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1565387664&auto=format&frame=1&q=92&s=b491fc42619bba2a934d3bc68fbe3ed7","1565530578","USB Secured Outlet","https://www.kickstarter.com/profile/1565530578","USD","$","true","USD","1570718065","An outlet that secures your USB chargers where you want them.","false","1","50000","693934117","false","1568126065","Tue, 10 Sep 2019 14:34:25 +0000","https://www.kickstarter.com/projects/1565530578/the-charger-safe?ref=discovery_newest","2467174","Oxford, MS","The Charger Safe",,"4297","Tue, 10 Sep 2019 14:34:25 +0000","the-charger-safe","false","false","failed","1570718065","1","The Charger Safe","https://www.kickstarter.com/projects/1565530578/the-charger-safe?ref=discovery_newest","1","4297.0","international"
"17","3 Brilliant gadgets fidget tools for stress management in 2mm thin card.","28","Product Design","design/product design","431","GB","the United Kingdom","1561246196","Sat, 22 Jun 2019 23:29:56 +0000","https://ksr-ugc.imgix.net/missing_user_avatar.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=&auto=format&frame=1&q=92&s=f59fbc667bd2955360201f24253383dd","674701581","Stanley","https://www.kickstarter.com/profile/stanleywallet","GBP","£","false","USD","1570673933","3 Brilliant gadgets fidget tools for stress management in 2mm thin card.","false","1.36483183","6000","2034836447","false","1568081933","Tue, 10 Sep 2019 02:18:53 +0000","https://www.kickstarter.com/projects/stanleywallet/stress-card?ref=discovery_newest","44418","London, UK","Stress relief card",,"353","Tue, 10 Sep 2019 02:18:53 +0000","stress-card","false","false","failed","1570673933","1.22845595","Stress relief card","https://www.kickstarter.com/projects/stanleywallet/stress-card?ref=discovery_newest","1.22148146","433.64495035","international"
"11","Protect your vehicle against break-ins, burglaries, and theft. CityOwl watches over your car when you are not around.","337","Gadgets","technology/gadgets","878","US","the United States","1563903405","Tue, 23 Jul 2019 17:36:45 +0000","https://ksr-ugc.imgix.net/assets/026/189/746/a3c122744878c4cb8f17d63327e432af_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1568049221&auto=format&frame=1&q=92&s=2026b14bc4df25bcdd61c856f604bc32","76500486","CityOwl","https://www.kickstarter.com/profile/cityowl","USD","$","true","USD","1570644171","Protect your vehicle against break-ins, burglaries, and theft. CityOwl watches over your car when you are not around.","false","1","50000","1593996554","false","1568052171","Mon, 09 Sep 2019 18:02:51 +0000","https://www.kickstarter.com/projects/cityowl/cityowl-car-break-in-deterrent?ref=discovery_newest","2487956","San Francisco, CA","CityOwl: Car Break-In Deterrent Snap-On Security Alarm",,"878","Mon, 09 Sep 2019 18:02:51 +0000","cityowl-car-break-in-deterrent","false","false","failed","1570644171","1","CityOwl: Car Break-In Deterrent Snap-On Security Alarm","https://www.kickstarter.com/projects/cityowl/cityowl-car-break-in-deterrent?ref=discovery_newest","1","878.0","international"
"3","Una piattaforma WEB e Telegram che consente di vendere, barattare e comprare punti e prodotti da collezione.","342","Web","technology/web","17","IT","Italy","1560678556","Sun, 16 Jun 2019 09:49:16 +0000","https://ksr-ugc.imgix.net/assets/025/503/928/b6fbbebfa9cfda065dffb597620a11e7_original.jpg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1560692713&auto=format&frame=1&q=92&s=acfb4fd6e993a6f4551c3fa13ca01e0f","433455711","Fabio D'Alterio","https://www.kickstarter.com/profile/433455711","EUR","€","false","USD","1573215826","Una piattaforma WEB e Telegram che consente di vendere, barattare e comprare punti e prodotti da collezione.","false","1.17203066","600","1149227751","false","1568028226","Mon, 09 Sep 2019 11:23:46 +0000","https://www.kickstarter.com/projects/433455711/punti-gadget-e-premi?ref=discovery_newest","20150549","Italia, Italy","Punti, Gadget e Premi",,"16","Mon, 09 Sep 2019 11:23:46 +0000","punti-gadget-e-premi","false","false","failed","1573215827","1.11265028","Punti, Gadget e Premi","https://www.kickstarter.com/projects/433455711/punti-gadget-e-premi?ref=discovery_newest","1.10475753","17.80240448","international"
